loss: 1.33e+04, accuracy: 1.04e-02, num_masked: 2880, ratio_masked: 6.38e-01, diversity_loss: 6.78e-02, prob_perplex: 5.97e+02, code_perplex: 5.93e+02, num_vars: 640, temp: 2.00, backprop_loss: 1.33e+04, total_loss: 1.33e+04, steps: 500, lr: 8.33e-06, avg_loss: 1.36e+04
loss: 5.82e+03, accuracy: 4.93e-01, num_masked: 2940, ratio_masked: 6.46e-01, diversity_loss: 5.23e-01, prob_perplex: 3.05e+02, code_perplex: 2.99e+02, num_vars: 640, temp: 1.38, backprop_loss: 5.97e+03, total_loss: 5.97e+03, steps: 74500, lr: 4.03e-04, avg_loss: 6.12e+03, run_time: 2.80e+02
loss: 5.54e+03, accuracy: 4.99e-01, num_masked: 2900, ratio_masked: 6.37e-01, diversity_loss: 5.27e-01, prob_perplex: 3.03e+02, code_perplex: 2.97e+02, num_vars: 640, temp: 1.37, backprop_loss: 5.69e+03, total_loss: 5.69e+03, steps: 75000, lr: 4.03e-04, avg_loss: 6.11e+03, run_time: 2.81e+02
loss: 6.33e+03, accuracy: 4.61e-01, num_masked: 3080, ratio_masked: 6.45e-01, diversity_loss: 5.28e-01, prob_perplex: 3.02e+02, code_perplex: 2.96e+02, num_vars: 640, temp: 1.37, backprop_loss: 6.49e+03, total_loss: 6.49e+03, steps: 75500, lr: 4.02e-04, avg_loss: 6.11e+03, run_time: 2.81e+02
loss: 7.27e+03, accuracy: 4.24e-01, num_masked: 3120, ratio_masked: 6.75e-01, diversity_loss: 5.21e-01, prob_perplex: 3.07e+02, code_perplex: 3.02e+02, num_vars: 640, temp: 1.37, backprop_loss: 7.43e+03, total_loss: 7.43e+03, steps: 76000, lr: 4.02e-04, avg_loss: 6.11e+03, run_time: 2.81e+02
loss: 5.71e+03, accuracy: 5.06e-01, num_masked: 3000, ratio_masked: 6.40e-01, diversity_loss: 5.19e-01, prob_perplex: 3.08e+02, code_perplex: 3.03e+02, num_vars: 640, temp: 1.36, backprop_loss: 5.87e+03, total_loss: 5.87e+03, steps: 76500, lr: 4.01e-04, avg_loss: 6.11e+03, run_time: 2.81e+02
loss: 5.23e+03, accuracy: 4.95e-01, num_masked: 2760, ratio_masked: 6.42e-01, diversity_loss: 5.73e-01, prob_perplex: 2.73e+02, code_perplex: 2.67e+02, num_vars: 640, temp: 1.36, backprop_loss: 5.39e+03, total_loss: 5.39e+03, steps: 77000, lr: 4.00e-04, avg_loss: 6.11e+03, run_time: 2.81e+02
loss: 6.70e+03, accuracy: 4.41e-01, num_masked: 3000, ratio_masked: 6.33e-01, diversity_loss: 5.55e-01, prob_perplex: 2.85e+02, code_perplex: 2.76e+02, num_vars: 640, temp: 1.36, backprop_loss: 6.87e+03, total_loss: 6.87e+03, steps: 77500, lr: 4.00e-04, avg_loss: 6.07e+03, run_time: 3.52e+02
loss: 6.16e+03, accuracy: 4.82e-01, num_masked: 3060, ratio_masked: 6.50e-01, diversity_loss: 5.36e-01, prob_perplex: 2.97e+02, code_perplex: 2.91e+02, num_vars: 640, temp: 1.35, backprop_loss: 6.32e+03, total_loss: 6.32e+03, steps: 78000, lr: 3.99e-04, avg_loss: 6.03e+03, run_time: 2.81e+02
loss: 5.93e+03, accuracy: 4.61e-01, num_masked: 2820, ratio_masked: 6.24e-01, diversity_loss: 5.22e-01, prob_perplex: 3.06e+02, code_perplex: 3.00e+02, num_vars: 640, temp: 1.35, backprop_loss: 6.08e+03, total_loss: 6.08e+03, steps: 78500, lr: 3.99e-04, avg_loss: 6.05e+03, run_time: 2.80e+02
loss: 5.94e+03, accuracy: 4.81e-01, num_masked: 2880, ratio_masked: 6.40e-01, diversity_loss: 5.54e-01, prob_perplex: 2.85e+02, code_perplex: 2.76e+02, num_vars: 640, temp: 1.35, backprop_loss: 6.10e+03, total_loss: 6.10e+03, steps: 79000, lr: 3.98e-04, avg_loss: 6.06e+03, run_time: 2.81e+02
loss: 5.61e+03, accuracy: 4.84e-01, num_masked: 2800, ratio_masked: 6.58e-01, diversity_loss: 5.39e-01, prob_perplex: 2.95e+02, code_perplex: 2.87e+02, num_vars: 640, temp: 1.34, backprop_loss: 5.76e+03, total_loss: 5.76e+03, steps: 79500, lr: 3.97e-04, avg_loss: 6.06e+03, run_time: 2.81e+02
loss: 5.80e+03, accuracy: 4.89e-01, num_masked: 3000, ratio_masked: 6.34e-01, diversity_loss: 5.31e-01, prob_perplex: 3.00e+02, code_perplex: 2.95e+02, num_vars: 640, temp: 1.34, backprop_loss: 5.96e+03, total_loss: 5.96e+03, steps: 80000, lr: 3.97e-04, avg_loss: 6.05e+03, run_time: 2.81e+02
loss: 5.53e+03, accuracy: 4.83e-01, num_masked: 2760, ratio_masked: 6.42e-01, diversity_loss: 5.54e-01, prob_perplex: 2.85e+02, code_perplex: 2.78e+02, num_vars: 640, temp: 1.34, backprop_loss: 5.68e+03, total_loss: 5.68e+03, steps: 80500, lr: 3.96e-04, avg_loss: 6.05e+03, run_time: 2.81e+02
loss: 5.60e+03, accuracy: 4.89e-01, num_masked: 2880, ratio_masked: 6.43e-01, diversity_loss: 5.23e-01, prob_perplex: 3.05e+02, code_perplex: 2.99e+02, num_vars: 640, temp: 1.33, backprop_loss: 5.75e+03, total_loss: 5.75e+03, steps: 81000, lr: 3.95e-04, avg_loss: 6.05e+03, run_time: 2.81e+02
loss: 5.31e+03, accuracy: 5.36e-01, num_masked: 2940, ratio_masked: 6.47e-01, diversity_loss: 5.42e-01, prob_perplex: 2.93e+02, code_perplex: 2.87e+02, num_vars: 640, temp: 1.33, backprop_loss: 5.47e+03, total_loss: 5.47e+03, steps: 81500, lr: 3.95e-04, avg_loss: 6.04e+03, run_time: 2.81e+02
loss: 6.10e+03, accuracy: 4.74e-01, num_masked: 3000, ratio_masked: 6.41e-01, diversity_loss: 5.36e-01, prob_perplex: 2.97e+02, code_perplex: 2.90e+02, num_vars: 640, temp: 1.33, backprop_loss: 6.26e+03, total_loss: 6.26e+03, steps: 82000, lr: 3.94e-04, avg_loss: 6.04e+03, run_time: 2.81e+02
loss: 6.13e+03, accuracy: 4.79e-01, num_masked: 3060, ratio_masked: 6.40e-01, diversity_loss: 5.26e-01, prob_perplex: 3.03e+02, code_perplex: 2.96e+02, num_vars: 640, temp: 1.32, backprop_loss: 6.30e+03, total_loss: 6.30e+03, steps: 82500, lr: 3.94e-04, avg_loss: 6.02e+03, run_time: 3.52e+02
loss: 5.90e+03, accuracy: 4.46e-01, num_masked: 2760, ratio_masked: 6.42e-01, diversity_loss: 5.43e-01, prob_perplex: 2.93e+02, code_perplex: 2.84e+02, num_vars: 640, temp: 1.32, backprop_loss: 6.05e+03, total_loss: 6.05e+03, steps: 83000, lr: 3.93e-04, avg_loss: 6.01e+03, run_time: 2.81e+02
loss: 6.61e+03, accuracy: 4.56e-01, num_masked: 3080, ratio_masked: 6.44e-01, diversity_loss: 5.27e-01, prob_perplex: 3.03e+02, code_perplex: 2.97e+02, num_vars: 640, temp: 1.32, backprop_loss: 6.77e+03, total_loss: 6.77e+03, steps: 83500, lr: 3.92e-04, avg_loss: 6.00e+03, run_time: 2.80e+02
loss: 6.08e+03, accuracy: 4.85e-01, num_masked: 3080, ratio_masked: 6.46e-01, diversity_loss: 5.36e-01, prob_perplex: 2.97e+02, code_perplex: 2.89e+02, num_vars: 640, temp: 1.31, backprop_loss: 6.25e+03, total_loss: 6.25e+03, steps: 84000, lr: 3.92e-04, avg_loss: 5.99e+03, run_time: 2.81e+02
loss: 6.05e+03, accuracy: 4.67e-01, num_masked: 2880, ratio_masked: 6.51e-01, diversity_loss: 5.21e-01, prob_perplex: 3.06e+02, code_perplex: 3.00e+02, num_vars: 640, temp: 1.31, backprop_loss: 6.20e+03, total_loss: 6.20e+03, steps: 84500, lr: 3.91e-04, avg_loss: 5.99e+03, run_time: 2.80e+02
loss: 6.15e+03, accuracy: 4.78e-01, num_masked: 3060, ratio_masked: 6.52e-01, diversity_loss: 5.18e-01, prob_perplex: 3.09e+02, code_perplex: 3.03e+02, num_vars: 640, temp: 1.31, backprop_loss: 6.31e+03, total_loss: 6.31e+03, steps: 85000, lr: 3.90e-04, avg_loss: 5.99e+03, run_time: 2.80e+02
loss: 5.88e+03, accuracy: 4.76e-01, num_masked: 2880, ratio_masked: 6.38e-01, diversity_loss: 5.31e-01, prob_perplex: 3.00e+02, code_perplex: 2.94e+02, num_vars: 640, temp: 1.30, backprop_loss: 6.03e+03, total_loss: 6.03e+03, steps: 85500, lr: 3.90e-04, avg_loss: 5.99e+03, run_time: 2.81e+02
loss: 6.01e+03, accuracy: 4.43e-01, num_masked: 2760, ratio_masked: 6.42e-01, diversity_loss: 5.47e-01, prob_perplex: 2.90e+02, code_perplex: 2.79e+02, num_vars: 640, temp: 1.30, backprop_loss: 6.16e+03, total_loss: 6.16e+03, steps: 86000, lr: 3.89e-04, avg_loss: 5.98e+03, run_time: 2.80e+02
loss: 5.67e+03, accuracy: 4.92e-01, num_masked: 2870, ratio_masked: 6.34e-01, diversity_loss: 5.23e-01, prob_perplex: 3.05e+02, code_perplex: 2.99e+02, num_vars: 640, temp: 1.30, backprop_loss: 5.82e+03, total_loss: 5.82e+03, steps: 86500, lr: 3.89e-04, avg_loss: 5.98e+03, run_time: 2.80e+02
loss: 5.54e+03, accuracy: 5.04e-01, num_masked: 2880, ratio_masked: 6.37e-01, diversity_loss: 5.25e-01, prob_perplex: 3.04e+02, code_perplex: 2.98e+02, num_vars: 640, temp: 1.29, backprop_loss: 5.69e+03, total_loss: 5.69e+03, steps: 87000, lr: 3.88e-04, avg_loss: 5.82e+03, run_time: 3.51e+02
loss: 5.23e+03, accuracy: 4.93e-01, num_masked: 2650, ratio_masked: 6.39e-01, diversity_loss: 5.12e-01, prob_perplex: 3.13e+02, code_perplex: 3.05e+02, num_vars: 640, temp: 1.29, backprop_loss: 5.36e+03, total_loss: 5.36e+03, steps: 87500, lr: 3.87e-04, avg_loss: 5.92e+03, run_time: 2.82e+02
loss: 5.71e+03, accuracy: 4.93e-01, num_masked: 3000, ratio_masked: 6.38e-01, diversity_loss: 5.29e-01, prob_perplex: 3.02e+02, code_perplex: 2.95e+02, num_vars: 640, temp: 1.29, backprop_loss: 5.86e+03, total_loss: 5.86e+03, steps: 88000, lr: 3.87e-04, avg_loss: 5.95e+03, run_time: 2.80e+02
loss: 5.94e+03, accuracy: 4.96e-01, num_masked: 3080, ratio_masked: 6.48e-01, diversity_loss: 5.17e-01, prob_perplex: 3.09e+02, code_perplex: 3.02e+02, num_vars: 640, temp: 1.28, backprop_loss: 6.10e+03, total_loss: 6.10e+03, steps: 88500, lr: 3.86e-04, avg_loss: 5.96e+03, run_time: 2.81e+02
loss: 5.85e+03, accuracy: 5.01e-01, num_masked: 3000, ratio_masked: 6.35e-01, diversity_loss: 5.50e-01, prob_perplex: 2.88e+02, code_perplex: 2.78e+02, num_vars: 640, temp: 1.28, backprop_loss: 6.02e+03, total_loss: 6.02e+03, steps: 89000, lr: 3.86e-04, avg_loss: 5.96e+03, run_time: 2.81e+02
loss: 5.81e+03, accuracy: 4.93e-01, num_masked: 3000, ratio_masked: 6.32e-01, diversity_loss: 5.03e-01, prob_perplex: 3.18e+02, code_perplex: 3.11e+02, num_vars: 640, temp: 1.28, backprop_loss: 5.97e+03, total_loss: 5.97e+03, steps: 89500, lr: 3.85e-04, avg_loss: 5.96e+03, run_time: 2.81e+02
loss: 5.81e+03, accuracy: 4.84e-01, num_masked: 2940, ratio_masked: 6.56e-01, diversity_loss: 5.13e-01, prob_perplex: 3.11e+02, code_perplex: 3.03e+02, num_vars: 640, temp: 1.28, backprop_loss: 5.96e+03, total_loss: 5.96e+03, steps: 90000, lr: 3.84e-04, avg_loss: 5.95e+03, run_time: 2.81e+02
loss: 5.63e+03, accuracy: 4.80e-01, num_masked: 2760, ratio_masked: 6.42e-01, diversity_loss: 5.32e-01, prob_perplex: 3.00e+02, code_perplex: 2.91e+02, num_vars: 640, temp: 1.27, backprop_loss: 5.78e+03, total_loss: 5.78e+03, steps: 90500, lr: 3.84e-04, avg_loss: 5.95e+03, run_time: 2.81e+02
loss: 5.62e+03, accuracy: 5.05e-01, num_masked: 3010, ratio_masked: 6.32e-01, diversity_loss: 5.11e-01, prob_perplex: 3.13e+02, code_perplex: 3.05e+02, num_vars: 640, temp: 1.27, backprop_loss: 5.78e+03, total_loss: 5.78e+03, steps: 91000, lr: 3.83e-04, avg_loss: 5.95e+03, run_time: 2.80e+02
loss: 6.28e+03, accuracy: 4.77e-01, num_masked: 3100, ratio_masked: 6.47e-01, diversity_loss: 5.03e-01, prob_perplex: 3.18e+02, code_perplex: 3.12e+02, num_vars: 640, temp: 1.27, backprop_loss: 6.44e+03, total_loss: 6.44e+03, steps: 91500, lr: 3.82e-04, avg_loss: 5.95e+03, run_time: 2.81e+02
loss: 5.46e+03, accuracy: 5.14e-01, num_masked: 2880, ratio_masked: 6.31e-01, diversity_loss: 5.16e-01, prob_perplex: 3.10e+02, code_perplex: 3.04e+02, num_vars: 640, temp: 1.26, backprop_loss: 5.61e+03, total_loss: 5.61e+03, steps: 92000, lr: 3.82e-04, avg_loss: 5.93e+03, run_time: 3.52e+02
loss: 5.77e+03, accuracy: 5.10e-01, num_masked: 3000, ratio_masked: 6.34e-01, diversity_loss: 5.00e-01, prob_perplex: 3.20e+02, code_perplex: 3.13e+02, num_vars: 640, temp: 1.26, backprop_loss: 5.92e+03, total_loss: 5.92e+03, steps: 92500, lr: 3.81e-04, avg_loss: 5.93e+03, run_time: 2.81e+02
loss: 5.65e+03, accuracy: 4.57e-01, num_masked: 2760, ratio_masked: 6.45e-01, diversity_loss: 5.17e-01, prob_perplex: 3.09e+02, code_perplex: 3.02e+02, num_vars: 640, temp: 1.26, backprop_loss: 5.79e+03, total_loss: 5.79e+03, steps: 93000, lr: 3.81e-04, avg_loss: 5.91e+03, run_time: 2.81e+02
loss: 4.65e+03, accuracy: 5.50e-01, num_masked: 2650, ratio_masked: 6.44e-01, diversity_loss: 5.46e-01, prob_perplex: 2.91e+02, code_perplex: 2.81e+02, num_vars: 640, temp: 1.25, backprop_loss: 4.79e+03, total_loss: 4.79e+03, steps: 93500, lr: 3.80e-04, avg_loss: 5.91e+03, run_time: 2.81e+02
loss: 5.21e+03, accuracy: 5.06e-01, num_masked: 2800, ratio_masked: 6.25e-01, diversity_loss: 5.16e-01, prob_perplex: 3.10e+02, code_perplex: 3.04e+02, num_vars: 640, temp: 1.25, backprop_loss: 5.35e+03, total_loss: 5.35e+03, steps: 94000, lr: 3.79e-04, avg_loss: 5.90e+03, run_time: 2.81e+02
loss: 5.45e+03, accuracy: 5.14e-01, num_masked: 2880, ratio_masked: 6.40e-01, diversity_loss: 5.53e-01, prob_perplex: 2.86e+02, code_perplex: 2.78e+02, num_vars: 640, temp: 1.25, backprop_loss: 5.61e+03, total_loss: 5.61e+03, steps: 94500, lr: 3.79e-04, avg_loss: 5.90e+03, run_time: 2.81e+02
loss: 6.14e+03, accuracy: 4.89e-01, num_masked: 3000, ratio_masked: 6.25e-01, diversity_loss: 5.09e-01, prob_perplex: 3.14e+02, code_perplex: 3.08e+02, num_vars: 640, temp: 1.24, backprop_loss: 6.29e+03, total_loss: 6.29e+03, steps: 95000, lr: 3.78e-04, avg_loss: 5.90e+03, run_time: 2.81e+02
loss: 5.73e+03, accuracy: 5.18e-01, num_masked: 3060, ratio_masked: 6.43e-01, diversity_loss: 5.26e-01, prob_perplex: 3.03e+02, code_perplex: 2.97e+02, num_vars: 640, temp: 1.24, backprop_loss: 5.89e+03, total_loss: 5.89e+03, steps: 95500, lr: 3.77e-04, avg_loss: 5.90e+03, run_time: 2.81e+02
loss: 4.98e+03, accuracy: 5.62e-01, num_masked: 3000, ratio_masked: 6.37e-01, diversity_loss: 5.17e-01, prob_perplex: 3.09e+02, code_perplex: 3.02e+02, num_vars: 640, temp: 1.24, backprop_loss: 5.14e+03, total_loss: 5.14e+03, steps: 96000, lr: 3.77e-04, avg_loss: 5.89e+03, run_time: 2.81e+02
loss: 6.35e+03, accuracy: 4.57e-01, num_masked: 3000, ratio_masked: 6.33e-01, diversity_loss: 5.03e-01, prob_perplex: 3.18e+02, code_perplex: 3.12e+02, num_vars: 640, temp: 1.23, backprop_loss: 6.51e+03, total_loss: 6.51e+03, steps: 96500, lr: 3.76e-04, avg_loss: 5.89e+03, run_time: 2.81e+02
loss: 5.44e+03, accuracy: 4.59e-01, num_masked: 2700, ratio_masked: 6.28e-01, diversity_loss: 5.31e-01, prob_perplex: 3.00e+02, code_perplex: 2.93e+02, num_vars: 640, temp: 1.23, backprop_loss: 5.58e+03, total_loss: 5.58e+03, steps: 97000, lr: 3.76e-04, avg_loss: 5.90e+03, run_time: 3.52e+02
loss: 5.68e+03, accuracy: 4.88e-01, num_masked: 2880, ratio_masked: 6.37e-01, diversity_loss: 5.24e-01, prob_perplex: 3.04e+02, code_perplex: 2.96e+02, num_vars: 640, temp: 1.23, backprop_loss: 5.83e+03, total_loss: 5.83e+03, steps: 97500, lr: 3.75e-04, avg_loss: 5.86e+03, run_time: 2.80e+02
loss: 6.18e+03, accuracy: 5.02e-01, num_masked: 3200, ratio_masked: 6.46e-01, diversity_loss: 5.00e-01, prob_perplex: 3.20e+02, code_perplex: 3.14e+02, num_vars: 640, temp: 1.23, backprop_loss: 6.34e+03, total_loss: 6.34e+03, steps: 98000, lr: 3.74e-04, avg_loss: 5.86e+03, run_time: 2.81e+02
loss: 6.44e+03, accuracy: 4.70e-01, num_masked: 3080, ratio_masked: 6.40e-01, diversity_loss: 4.94e-01, prob_perplex: 3.24e+02, code_perplex: 3.18e+02, num_vars: 640, temp: 1.22, backprop_loss: 6.59e+03, total_loss: 6.59e+03, steps: 98500, lr: 3.74e-04, avg_loss: 5.86e+03, run_time: 2.81e+02
loss: 5.27e+03, accuracy: 4.84e-01, num_masked: 2650, ratio_masked: 6.43e-01, diversity_loss: 4.91e-01, prob_perplex: 3.25e+02, code_perplex: 3.18e+02, num_vars: 640, temp: 1.22, backprop_loss: 5.40e+03, total_loss: 5.40e+03, steps: 99000, lr: 3.73e-04, avg_loss: 5.87e+03, run_time: 2.81e+02
loss: 4.85e+03, accuracy: 5.28e-01, num_masked: 2650, ratio_masked: 6.50e-01, diversity_loss: 5.16e-01, prob_perplex: 3.10e+02, code_perplex: 3.03e+02, num_vars: 640, temp: 1.22, backprop_loss: 4.99e+03, total_loss: 4.99e+03, steps: 99500, lr: 3.73e-04, avg_loss: 5.87e+03, run_time: 2.81e+02
loss: 5.55e+03, accuracy: 5.08e-01, num_masked: 3010, ratio_masked: 6.30e-01, diversity_loss: 5.13e-01, prob_perplex: 3.12e+02, code_perplex: 3.05e+02, num_vars: 640, temp: 1.21, backprop_loss: 5.70e+03, total_loss: 5.70e+03, steps: 100000, lr: 3.72e-04, avg_loss: 5.87e+03, run_time: 2.81e+02
loss: 6.66e+03, accuracy: 4.55e-01, num_masked: 3080, ratio_masked: 6.34e-01, diversity_loss: 4.98e-01, prob_perplex: 3.22e+02, code_perplex: 3.15e+02, num_vars: 640, temp: 1.21, backprop_loss: 6.81e+03, total_loss: 6.81e+03, steps: 100500, lr: 3.71e-04, avg_loss: 5.86e+03, run_time: 2.81e+02
loss: 6.16e+03, accuracy: 4.56e-01, num_masked: 2940, ratio_masked: 6.46e-01, diversity_loss: 5.17e-01, prob_perplex: 3.09e+02, code_perplex: 3.03e+02, num_vars: 640, temp: 1.21, backprop_loss: 6.31e+03, total_loss: 6.31e+03, steps: 101000, lr: 3.71e-04, avg_loss: 5.86e+03, run_time: 2.81e+02
loss: 6.64e+03, accuracy: 4.52e-01, num_masked: 3060, ratio_masked: 6.43e-01, diversity_loss: 5.04e-01, prob_perplex: 3.18e+02, code_perplex: 3.10e+02, num_vars: 640, temp: 1.20, backprop_loss: 6.79e+03, total_loss: 6.79e+03, steps: 101500, lr: 3.70e-04, avg_loss: 5.74e+03
loss: 4.82e+03, accuracy: 5.38e-01, num_masked: 2650, ratio_masked: 6.50e-01, diversity_loss: 5.15e-01, prob_perplex: 3.10e+02, code_perplex: 3.02e+02, num_vars: 640, temp: 1.20, backprop_loss: 4.95e+03, total_loss: 4.95e+03, steps: 102000, lr: 3.69e-04, avg_loss: 5.84e+03, run_time: 2.83e+02
loss: 6.02e+03, accuracy: 4.83e-01, num_masked: 3010, ratio_masked: 6.31e-01, diversity_loss: 4.81e-01, prob_perplex: 3.32e+02, code_perplex: 3.25e+02, num_vars: 640, temp: 1.20, backprop_loss: 6.17e+03, total_loss: 6.17e+03, steps: 102500, lr: 3.69e-04, avg_loss: 5.84e+03, run_time: 2.85e+02
loss: 6.05e+03, accuracy: 5.04e-01, num_masked: 3150, ratio_masked: 6.44e-01, diversity_loss: 4.92e-01, prob_perplex: 3.25e+02, code_perplex: 3.18e+02, num_vars: 640, temp: 1.20, backprop_loss: 6.21e+03, total_loss: 6.21e+03, steps: 103000, lr: 3.68e-04, avg_loss: 5.83e+03, run_time: 2.84e+02
loss: 4.93e+03, accuracy: 5.39e-01, num_masked: 2760, ratio_masked: 6.54e-01, diversity_loss: 4.88e-01, prob_perplex: 3.28e+02, code_perplex: 3.20e+02, num_vars: 640, temp: 1.19, backprop_loss: 5.06e+03, total_loss: 5.06e+03, steps: 103500, lr: 3.68e-04, avg_loss: 5.83e+03, run_time: 2.84e+02
loss: 5.07e+03, accuracy: 5.10e-01, num_masked: 2700, ratio_masked: 6.34e-01, diversity_loss: 5.10e-01, prob_perplex: 3.14e+02, code_perplex: 3.08e+02, num_vars: 640, temp: 1.19, backprop_loss: 5.20e+03, total_loss: 5.20e+03, steps: 104000, lr: 3.67e-04, avg_loss: 5.82e+03, run_time: 2.84e+02
loss: 4.59e+03, accuracy: 5.21e-01, num_masked: 2600, ratio_masked: 6.24e-01, diversity_loss: 5.03e-01, prob_perplex: 3.18e+02, code_perplex: 3.10e+02, num_vars: 640, temp: 1.19, backprop_loss: 4.72e+03, total_loss: 4.72e+03, steps: 104500, lr: 3.66e-04, avg_loss: 5.82e+03, run_time: 2.84e+02
loss: 6.65e+03, accuracy: 4.42e-01, num_masked: 3080, ratio_masked: 6.45e-01, diversity_loss: 4.90e-01, prob_perplex: 3.26e+02, code_perplex: 3.18e+02, num_vars: 640, temp: 1.18, backprop_loss: 6.80e+03, total_loss: 6.80e+03, steps: 105000, lr: 3.66e-04, avg_loss: 5.82e+03, run_time: 2.84e+02
loss: 5.64e+03, accuracy: 4.91e-01, num_masked: 2880, ratio_masked: 6.37e-01, diversity_loss: 4.82e-01, prob_perplex: 3.32e+02, code_perplex: 3.25e+02, num_vars: 640, temp: 1.18, backprop_loss: 5.78e+03, total_loss: 5.78e+03, steps: 105500, lr: 3.65e-04, avg_loss: 5.81e+03, run_time: 2.84e+02
loss: 5.76e+03, accuracy: 5.07e-01, num_masked: 3010, ratio_masked: 6.32e-01, diversity_loss: 4.80e-01, prob_perplex: 3.33e+02, code_perplex: 3.25e+02, num_vars: 640, temp: 1.18, backprop_loss: 5.91e+03, total_loss: 5.91e+03, steps: 106000, lr: 3.64e-04, avg_loss: 5.81e+03, run_time: 2.84e+02
loss: 6.45e+03, accuracy: 4.76e-01, num_masked: 3120, ratio_masked: 6.52e-01, diversity_loss: 4.90e-01, prob_perplex: 3.27e+02, code_perplex: 3.19e+02, num_vars: 640, temp: 1.17, backprop_loss: 6.61e+03, total_loss: 6.61e+03, steps: 106500, lr: 3.64e-04, avg_loss: 5.80e+03, run_time: 3.54e+02
loss: 5.38e+03, accuracy: 5.08e-01, num_masked: 2760, ratio_masked: 6.42e-01, diversity_loss: 4.68e-01, prob_perplex: 3.40e+02, code_perplex: 3.32e+02, num_vars: 640, temp: 1.17, backprop_loss: 5.51e+03, total_loss: 5.51e+03, steps: 107000, lr: 3.63e-04, avg_loss: 5.78e+03, run_time: 2.84e+02
loss: 6.00e+03, accuracy: 4.68e-01, num_masked: 2880, ratio_masked: 6.41e-01, diversity_loss: 4.90e-01, prob_perplex: 3.27e+02, code_perplex: 3.19e+02, num_vars: 640, temp: 1.17, backprop_loss: 6.15e+03, total_loss: 6.15e+03, steps: 107500, lr: 3.63e-04, avg_loss: 5.79e+03, run_time: 2.84e+02
loss: 5.38e+03, accuracy: 5.43e-01, num_masked: 3060, ratio_masked: 6.47e-01, diversity_loss: 5.04e-01, prob_perplex: 3.17e+02, code_perplex: 3.09e+02, num_vars: 640, temp: 1.17, backprop_loss: 5.53e+03, total_loss: 5.53e+03, steps: 108000, lr: 3.62e-04, avg_loss: 5.79e+03, run_time: 2.83e+02
loss: 5.08e+03, accuracy: 5.59e-01, num_masked: 3060, ratio_masked: 6.46e-01, diversity_loss: 4.92e-01, prob_perplex: 3.25e+02, code_perplex: 3.18e+02, num_vars: 640, temp: 1.16, backprop_loss: 5.23e+03, total_loss: 5.23e+03, steps: 108500, lr: 3.61e-04, avg_loss: 5.78e+03, run_time: 2.84e+02
loss: 6.45e+03, accuracy: 4.53e-01, num_masked: 2990, ratio_masked: 6.16e-01, diversity_loss: 4.74e-01, prob_perplex: 3.37e+02, code_perplex: 3.29e+02, num_vars: 640, temp: 1.16, backprop_loss: 6.59e+03, total_loss: 6.59e+03, steps: 109000, lr: 3.61e-04, avg_loss: 5.78e+03, run_time: 2.84e+02
loss: 5.19e+03, accuracy: 5.18e-01, num_masked: 2880, ratio_masked: 6.43e-01, diversity_loss: 5.04e-01, prob_perplex: 3.17e+02, code_perplex: 3.10e+02, num_vars: 640, temp: 1.16, backprop_loss: 5.33e+03, total_loss: 5.33e+03, steps: 109500, lr: 3.60e-04, avg_loss: 5.78e+03, run_time: 3.39e+02
loss: 6.01e+03, accuracy: 4.93e-01, num_masked: 3010, ratio_masked: 6.31e-01, diversity_loss: 4.77e-01, prob_perplex: 3.35e+02, code_perplex: 3.27e+02, num_vars: 640, temp: 1.15, backprop_loss: 6.15e+03, total_loss: 6.15e+03, steps: 110000, lr: 3.59e-04, avg_loss: 5.78e+03, run_time: 2.85e+02
loss: 5.55e+03, accuracy: 4.41e-01, num_masked: 2600, ratio_masked: 6.27e-01, diversity_loss: 5.32e-01, prob_perplex: 2.99e+02, code_perplex: 2.85e+02, num_vars: 640, temp: 1.15, backprop_loss: 5.69e+03, total_loss: 5.69e+03, steps: 110500, lr: 3.59e-04, avg_loss: 5.77e+03, run_time: 2.84e+02
loss: 4.97e+03, accuracy: 5.20e-01, num_masked: 2700, ratio_masked: 6.27e-01, diversity_loss: 4.73e-01, prob_perplex: 3.37e+02, code_perplex: 3.28e+02, num_vars: 640, temp: 1.15, backprop_loss: 5.10e+03, total_loss: 5.10e+03, steps: 111000, lr: 3.58e-04, avg_loss: 5.77e+03, run_time: 2.84e+02
loss: 5.89e+03, accuracy: 5.03e-01, num_masked: 3080, ratio_masked: 6.48e-01, diversity_loss: 4.76e-01, prob_perplex: 3.35e+02, code_perplex: 3.27e+02, num_vars: 640, temp: 1.15, backprop_loss: 6.03e+03, total_loss: 6.03e+03, steps: 111500, lr: 3.58e-04, avg_loss: 5.81e+03, run_time: 3.55e+02
loss: 4.72e+03, accuracy: 5.31e-01, num_masked: 2650, ratio_masked: 6.43e-01, diversity_loss: 4.80e-01, prob_perplex: 3.33e+02, code_perplex: 3.25e+02, num_vars: 640, temp: 1.14, backprop_loss: 4.84e+03, total_loss: 4.84e+03, steps: 112000, lr: 3.57e-04, avg_loss: 5.79e+03, run_time: 2.84e+02
