loss: 2.12e+04, accuracy: 1.09e-02, num_masked: 4590, ratio_masked: 6.39e-01, diversity_loss: 2.27e-01, prob_perplex: 4.95e+02, code_perplex: 4.86e+02, num_vars: 640, temp: 2.00, backprop_loss: 2.13e+04, total_loss: 2.13e+04, steps: 500, lr: 8.33e-06, avg_loss: 2.12e+04
loss: 8.83e+03, accuracy: 5.10e-01, num_masked: 4590, ratio_masked: 6.44e-01, diversity_loss: 3.36e-01, prob_perplex: 4.25e+02, code_perplex: 4.17e+02, num_vars: 640, temp: 1.66, backprop_loss: 8.99e+03, total_loss: 8.99e+03, steps: 37500, lr: 4.06e-04, avg_loss: 9.10e+03, run_time: 1.31e+03
loss: 8.83e+03, accuracy: 5.04e-01, num_masked: 4500, ratio_masked: 6.38e-01, diversity_loss: 3.54e-01, prob_perplex: 4.13e+02, code_perplex: 4.07e+02, num_vars: 640, temp: 1.65, backprop_loss: 8.99e+03, total_loss: 8.99e+03, steps: 38000, lr: 4.05e-04, avg_loss: 9.12e+03, run_time: 1.24e+03
loss: 8.48e+03, accuracy: 5.25e-01, num_masked: 4590, ratio_masked: 6.44e-01, diversity_loss: 3.45e-01, prob_perplex: 4.19e+02, code_perplex: 4.11e+02, num_vars: 640, temp: 1.65, backprop_loss: 8.64e+03, total_loss: 8.64e+03, steps: 38500, lr: 4.04e-04, avg_loss: 9.10e+03, run_time: 1.31e+03
loss: 9.50e+03, accuracy: 4.77e-01, num_masked: 4680, ratio_masked: 6.55e-01, diversity_loss: 3.51e-01, prob_perplex: 4.16e+02, code_perplex: 4.08e+02, num_vars: 640, temp: 1.65, backprop_loss: 9.67e+03, total_loss: 9.67e+03, steps: 39000, lr: 4.03e-04, avg_loss: 9.06e+03, run_time: 1.24e+03
loss: 8.72e+03, accuracy: 4.99e-01, num_masked: 4500, ratio_masked: 6.41e-01, diversity_loss: 3.60e-01, prob_perplex: 4.09e+02, code_perplex: 4.01e+02, num_vars: 640, temp: 1.64, backprop_loss: 8.88e+03, total_loss: 8.88e+03, steps: 39500, lr: 4.02e-04, avg_loss: 9.04e+03, run_time: 1.31e+03
loss: 9.42e+03, accuracy: 4.79e-01, num_masked: 4600, ratio_masked: 6.54e-01, diversity_loss: 3.47e-01, prob_perplex: 4.18e+02, code_perplex: 4.11e+02, num_vars: 640, temp: 1.64, backprop_loss: 9.58e+03, total_loss: 9.58e+03, steps: 40000, lr: 4.01e-04, avg_loss: 9.02e+03, run_time: 1.24e+03
loss: 9.72e+03, accuracy: 4.63e-01, num_masked: 4680, ratio_masked: 6.39e-01, diversity_loss: 3.43e-01, prob_perplex: 4.20e+02, code_perplex: 4.13e+02, num_vars: 640, temp: 1.63, backprop_loss: 9.88e+03, total_loss: 9.88e+03, steps: 40500, lr: 4.00e-04, avg_loss: 8.98e+03, run_time: 1.31e+03
loss: 8.94e+03, accuracy: 4.83e-01, num_masked: 4480, ratio_masked: 6.31e-01, diversity_loss: 3.33e-01, prob_perplex: 4.27e+02, code_perplex: 4.20e+02, num_vars: 640, temp: 1.63, backprop_loss: 9.09e+03, total_loss: 9.09e+03, steps: 41000, lr: 3.99e-04, avg_loss: 8.98e+03, run_time: 1.24e+03
loss: 8.32e+03, accuracy: 5.29e-01, num_masked: 4560, ratio_masked: 6.43e-01, diversity_loss: 3.34e-01, prob_perplex: 4.26e+02, code_perplex: 4.20e+02, num_vars: 640, temp: 1.63, backprop_loss: 8.47e+03, total_loss: 8.47e+03, steps: 41500, lr: 3.98e-04, avg_loss: 8.92e+03, run_time: 1.31e+03
loss: 9.31e+03, accuracy: 5.00e-01, num_masked: 4680, ratio_masked: 6.38e-01, diversity_loss: 3.31e-01, prob_perplex: 4.28e+02, code_perplex: 4.22e+02, num_vars: 640, temp: 1.62, backprop_loss: 9.46e+03, total_loss: 9.46e+03, steps: 42000, lr: 3.97e-04, avg_loss: 8.93e+03, run_time: 1.24e+03
loss: 8.69e+03, accuracy: 4.83e-01, num_masked: 4410, ratio_masked: 6.43e-01, diversity_loss: 3.65e-01, prob_perplex: 4.06e+02, code_perplex: 3.99e+02, num_vars: 640, temp: 1.62, backprop_loss: 8.85e+03, total_loss: 8.85e+03, steps: 42500, lr: 3.96e-04, avg_loss: 8.91e+03, run_time: 1.31e+03
loss: 8.85e+03, accuracy: 5.04e-01, num_masked: 4700, ratio_masked: 6.43e-01, diversity_loss: 3.49e-01, prob_perplex: 4.16e+02, code_perplex: 4.07e+02, num_vars: 640, temp: 1.61, backprop_loss: 9.02e+03, total_loss: 9.02e+03, steps: 43000, lr: 3.95e-04, avg_loss: 8.91e+03, run_time: 1.24e+03
loss: 9.50e+03, accuracy: 4.95e-01, num_masked: 4840, ratio_masked: 6.53e-01, diversity_loss: 3.80e-01, prob_perplex: 3.97e+02, code_perplex: 3.89e+02, num_vars: 640, temp: 1.61, backprop_loss: 9.68e+03, total_loss: 9.68e+03, steps: 43500, lr: 3.94e-04, avg_loss: 8.85e+03, run_time: 1.31e+03
loss: 8.64e+03, accuracy: 4.93e-01, num_masked: 4410, ratio_masked: 6.41e-01, diversity_loss: 3.37e-01, prob_perplex: 4.24e+02, code_perplex: 4.17e+02, num_vars: 640, temp: 1.61, backprop_loss: 8.78e+03, total_loss: 8.78e+03, steps: 44000, lr: 3.93e-04, avg_loss: 8.89e+03, run_time: 1.24e+03
loss: 7.88e+03, accuracy: 5.43e-01, num_masked: 4410, ratio_masked: 6.40e-01, diversity_loss: 3.99e-01, prob_perplex: 3.85e+02, code_perplex: 3.69e+02, num_vars: 640, temp: 1.60, backprop_loss: 8.06e+03, total_loss: 8.06e+03, steps: 44500, lr: 3.92e-04, avg_loss: 8.80e+03, run_time: 1.31e+03
loss: 8.91e+03, accuracy: 4.91e-01, num_masked: 4510, ratio_masked: 6.37e-01, diversity_loss: 3.61e-01, prob_perplex: 4.09e+02, code_perplex: 3.99e+02, num_vars: 640, temp: 1.60, backprop_loss: 9.07e+03, total_loss: 9.07e+03, steps: 45000, lr: 3.91e-04, avg_loss: 8.83e+03, run_time: 1.24e+03
loss: 8.64e+03, accuracy: 5.18e-01, num_masked: 4620, ratio_masked: 6.40e-01, diversity_loss: 3.43e-01, prob_perplex: 4.20e+02, code_perplex: 4.14e+02, num_vars: 640, temp: 1.59, backprop_loss: 8.80e+03, total_loss: 8.80e+03, steps: 45500, lr: 3.90e-04, avg_loss: 8.85e+03, run_time: 1.31e+03
loss: 8.46e+03, accuracy: 5.30e-01, num_masked: 4700, ratio_masked: 6.42e-01, diversity_loss: 3.44e-01, prob_perplex: 4.20e+02, code_perplex: 4.13e+02, num_vars: 640, temp: 1.59, backprop_loss: 8.63e+03, total_loss: 8.63e+03, steps: 46000, lr: 3.89e-04, avg_loss: 8.79e+03, run_time: 1.24e+03
loss: 8.11e+03, accuracy: 5.20e-01, num_masked: 4500, ratio_masked: 6.27e-01, diversity_loss: 3.37e-01, prob_perplex: 4.24e+02, code_perplex: 4.18e+02, num_vars: 640, temp: 1.59, backprop_loss: 8.26e+03, total_loss: 8.26e+03, steps: 46500, lr: 3.88e-04, avg_loss: 8.74e+03, run_time: 1.31e+03
loss: 8.25e+03, accuracy: 5.36e-01, num_masked: 4700, ratio_masked: 6.41e-01, diversity_loss: 3.41e-01, prob_perplex: 4.21e+02, code_perplex: 4.10e+02, num_vars: 640, temp: 1.58, backprop_loss: 8.41e+03, total_loss: 8.41e+03, steps: 47000, lr: 3.87e-04, avg_loss: 8.77e+03, run_time: 1.24e+03
loss: 8.51e+03, accuracy: 5.24e-01, num_masked: 4510, ratio_masked: 6.34e-01, diversity_loss: 3.44e-01, prob_perplex: 4.20e+02, code_perplex: 4.12e+02, num_vars: 640, temp: 1.58, backprop_loss: 8.66e+03, total_loss: 8.66e+03, steps: 47500, lr: 3.86e-04, avg_loss: 8.71e+03, run_time: 1.31e+03
loss: 8.43e+03, accuracy: 4.95e-01, num_masked: 4410, ratio_masked: 6.42e-01, diversity_loss: 3.59e-01, prob_perplex: 4.10e+02, code_perplex: 4.02e+02, num_vars: 640, temp: 1.57, backprop_loss: 8.59e+03, total_loss: 8.59e+03, steps: 48000, lr: 3.86e-04, avg_loss: 8.74e+03, run_time: 1.23e+03
loss: 7.87e+03, accuracy: 5.48e-01, num_masked: 4410, ratio_masked: 6.41e-01, diversity_loss: 3.42e-01, prob_perplex: 4.21e+02, code_perplex: 4.13e+02, num_vars: 640, temp: 1.57, backprop_loss: 8.03e+03, total_loss: 8.03e+03, steps: 48500, lr: 3.85e-04, avg_loss: 8.73e+03, run_time: 1.24e+03
